Peak Brightness Date/Time (UT),Altitude (km),Latitude (deg),Longitude (deg),Velocity (km/s),vx,vy,vz,Total Radiated Energy (J),Calculated Total Impact Energy (kt)
2/20/2013 13:13,34.10833333,23.0S,38.8W,13.6381817,-11,-1,-8,3.20E+10,0.1
2/15/2013 3:20,23.3,54.8N,61.1E,18.61424186,12.8,-2.4,-13.3,3.75E+14,440
2/7/2013 13:12,34.69166667,18.8S,158.6W,14.16368841,-8.466666667,-8.525,7.5,6.50E+10,0.21
1/25/2013 7:40,32,60.3N,64.6W,13.74997727,7.525,8.575,7.675,3.40E+12,6.9
1/12/2013 3:04,36.1,15.1S,155.6W,13.08407907,6.866666667,-5.716666667,-9.558333333,4.80E+10,0.16
12/30/2012 7:25,33.825,17.3N,83.6W,14.35212431,-7.841666667,9.333333333,-7.575,1.98E+11,0.55
12/18/2012 11:19,36.925,12.37860397138558W,23.641232513638812N,17.16428988,-9.05,-12.48333333,-7.541666667,2.70E+10,0.095
11/20/2012 20:37,33.3,2.5N,29.6E,14.31851948,-12.2,5.3,-5.3,2.50E+10,0.089
11/20/2012 6:25,35.63333333,8.0S,86.0W,14.84369722,10.38333333,-4.6,9.558333333,1.20E+11,0.36
10/25/2012 15:57,35.61666667,10.585983531111832W,82.6023314396561N,15.96309981,10.45,-7.483333333,9.466666667,3.00E+10,0.1
10/19/2012 16:26,29.3,75.4S,49.6E,13.20075755,-2.3,12.4,-3.9,2.30E+10,0.082
10/9/2012 0:54,27.8,51.2N,84.6W,13.47479128,3.4,5.1,12,2.10E+11,0.58
10/3/2012 22:50,35.86666667,41.5S,21.9W,16.99470506,-2.4,15.9,5.5,2.80E+11,0.75
10/2/2012 16:38,35,8.1S,111.9W,15.39642816,1.4,1,15.3,4.70E+11,1.2
9/28/2012 5:44,34.18333333,6.9S,73.7E,15.92829636,-6.45,8.325,-11.95,3.80E+10,0.13
9/18/2012 19:34,28.1,1.2N,52.2W,18.29398808,-1.9,-11.5,14.1,2.44E+11,0.67
9/11/2012 22:07,33.75833333,18.9S,105.2E,14.8343773,-9.35,7.575,-8.675,5.20E+10,0.17
9/10/2012 1:03,23.8,69.8S,111.7W,16.87720356,-10.2,12.4,-5.2,2.30E+10,0.082
8/27/2012 6:57,38.7,18.3S,64.2E,28.912627,-8,-14.5,-23.7,6.80E+10,0.22
8/26/2012 14:55,36,11.8N,117.0E,12.65108691,5,-0.7,-11.6,2.49E+11,0.68
8/13/2012 5:31,36.78333333,102.13750294426013E,82.90313872174654N,15.80633444,-5.858333333,9.441666667,11.24166667,3.30E+10,0.11
7/27/2012 4:19,27.2,63.1N,172.3E,12.67003793,-5.65,8.208333333,-7.825,3.40E+10,0.12
7/25/2012 7:48,26.8,36.4N,41.5E,18.52565788,0.8,-18.4,2,1.33E+11,0.39
6/5/2012 7:44,34.31666667,123.7066851689893W,59.86291696369039S,14.60045186,8.916666667,9.475,6.625,2.40E+10,0.086
5/25/2012 11:31,40.66666667,41.8S,36.2W,16.65592362,9.691666667,-6.883333333,11.66666667,6.00E+10,0.19
5/22/2012 8:31,34.21666667,50.28286793275066E,76.57575269003135S,16.38438238,9.175,9.041666667,-10.125,2.11E+11,0.59
5/15/2012 11:04,33.3,61.8S,135.5W,17.05432496,-0.8,17,1.1,1.32E+11,0.39
5/4/2012 21:54,31.21666667,76.7N,10.6W,13.58912453,-5.125,8.158333333,-9.583333333,2.29E+11,0.63
4/23/2012 22:01,25.2,36.2N,107.4E,14.77780336,8.7,7.958333333,-8.908333333,4.40E+10,0.15
4/21/2012 16:08,36.11666667,15.8S,174.8W,15.19588303,8.216666667,-8.525,-9.525,1.43E+11,0.42
4/19/2012 22:12,38.325,5.5N,16.8E,13.19389063,-9.125,-6.625,-6.85,3.00E+10,0.1
4/2/2012 16:50,34.90833333,28.1N,95.2W,15.41998613,-9.016666667,-9.291666667,-8.375,3.20E+10,0.11
3/12/2012 6:40,25,2.5N,139.8E,11.80423653,0.1,0.3,-11.8,9.90E+10,0.3
3/3/2012 21:28,20.4,7.8N,2.7E,14.51291092,7.091666667,5.441666667,-11.43333333,1.01E+11,0.31
3/1/2012 3:12,35.75833333,46.9N,29.8W,15.21549831,9.366666667,-9.233333333,7.65,2.20E+10,0.079
2/24/2012 19:11,38.33333333,22.7S,30.8E,15.66443911,-8.275,-8.425,10.29166667,3.70E+10,0.13
2/17/2012 10:47,45.6,3.2S,39.9W,13.99655215,-7.441666667,-6.3,10.04166667,1.54E+11,0.44
2/12/2012 5:25,61,31.7S,54.9E,16.1581034,-9.416666667,-9.125,9.441666667,1.40E+11,0.41
2/4/2012 14:42,34.2,32.4N,0.1E,12.24826518,-3.9,4,10.9,1.50E+11,0.43
1/15/2012 12:26,26.3,64.1S,109.9E,12.27273401,-1.9,11,5.1,2.10E+10,0.076
1/11/2012 2:23,35.075,32.2N,88.5E,14.46316202,7.783333333,8.383333333,-8.85,8.50E+10,0.26
12/19/2011 11:35,36.1,30.2S,52.6E,17.49781137,-6.6,-8.275,-13.93333333,1.35E+11,0.4
12/14/2011 5:01,32.4,62.9S,89.6E,14.12323489,9.075,6.708333333,-8.491666667,5.00E+10,0.16
12/11/2011 17:29,32.98333333,145.32382920363537W,79.38348422141799N,16.00211358,7.625,-10.98333333,8.791666667,2.90E+10,0.1
11/20/2011 5:25,39.79166667,27.9S,116.3E,11.28244704,-7.6,4,7.316666667,2.30E+10,0.082
10/12/2011 7:13,36.725,26.4S,78.4W,12.47749363,6.791666667,-7.9,-6.866666667,3.60E+10,0.12
9/13/2011 23:36,21.3,19.9S,13.8W,16.71436508,-3.7,16.2,1.8,6.70E+10,0.21
8/31/2011 9:44,35.175,18.6N,5.1W,17.79861106,9.716666667,-7.566666667,12.85,2.70E+10,0.095
8/20/2011 20:01,41.26666667,27.2S,2.8W,13.52992825,7.316666667,5.758333333,9.816666667,2.30E+10,0.082
8/18/2011 14:55,38.69166667,169.76600666615064E,40.21556033811448S,13.26001194,-9.408333333,7.666666667,5.341666667,2.30E+10,0.082
8/11/2011 2:56,35.2,114.18433883277761W,5.376612416713749S,17.58520922,9.208333333,-9.641666667,11.46666667,3.50E+10,0.12
8/4/2011 7:25,63,40.7S,86.7W,13.06770298,-7.625,-5.583333333,9.025,2.80E+10,0.098
7/27/2011 23:00,29.6,45.3S,63.5E,16.13275223,-8.325,5.125,12.83333333,4.40E+10,0.15
7/7/2011 23:25,32.28333333,47.494442139433914E,31.36923388841072N,16.38381866,-12,-7.933333333,-7.841666667,3.30E+10,0.11
7/5/2011 15:42,40.7,29.1N,139.7E,16.34652104,11.20833333,-5.083333333,10.75833333,6.50E+10,0.21
7/4/2011 9:18,31.98333333,51.7S,175.0E,16.39284651,-9.391666667,8.841666667,10.11666667,2.90E+10,0.1
6/16/2011 11:51,40.5,67.3N,21.4W,21.77131459,-11.025,12.69166667,13.83333333,2.40E+10,0.086
5/25/2011 5:40,59,4.1N,14.0E,11.57410904,-3.4,2.4,-10.8,2.28E+12,4.8
5/16/2011 13:39,42.35833333,1.2S,92.8E,15.58200975,-8.866666667,-8.225,9.825,2.00E+10,0.073
4/27/2011 20:38,28.7,1.4N,126.6W,16.70976303,-12.50833333,-7.966666667,-7.7,2.20E+11,0.61
4/27/2011 11:21,35.90833333,113.01447563379566W,71.88060622634939N,15.77757067,-8.675,-10.25,-8.283333333,2.40E+10,0.086
4/17/2011 11:21,38.40833333,79.98656502639696W,81.11389032657665N,12.30298631,-4.258333333,-8.858333333,-7.4,2.40E+10,0.086
4/6/2011 8:30,22.2,71.1N,43.5W,12.74284113,3.3,-3.5,11.8,1.48E+11,0.43
3/24/2011 20:23,59,0.6N,127.5W,16.03570885,12.08333333,-7.391666667,7.516666667,5.80E+10,0.19
3/23/2011 4:24,35.875,54.080564797500024W,13.446038465021505N,17.87747263,9.175,9.466666667,12.075,3.10E+10,0.11
3/23/2011 4:16,33.775,16.8S,85.6W,13.76935506,7.333333333,6.108333333,9.925,2.20E+10,0.079
3/1/2011 10:37,30.6,53.5N,103.9E,11.92224811,-6.7,-9.8,-1.1,3.70E+10,0.13
2/21/2011 5:07,44.4,26.3N,43.7E,18.03163886,10.3,0.1,-14.8,3.90E+10,0.13
2/12/2011 11:00,36.875,7.8N,95.3W,17.92485278,10.03333333,-9.35,-11.54166667,2.00E+10,0.073
1/21/2011 15:11,61,18.9N,44.6W,16.07978588,9.758333333,-9.966666667,8,7.20E+10,0.23
1/8/2011 19:38,48,33.3N,125.8W,17.49048352,9.666666667,-10.55,10.05833333,2.90E+10,0.1
12/25/2010 23:24,26,38.0N,158.0E,18.54723699,18,-4,-2,2.00E+13,33
12/14/2010 0:27,24,4.9S,175.5E,16.38650783,7.725,9.183333333,11.15833333,3.90E+10,0.13
12/9/2010 2:54,66,54.5S,169.7W,14.89674414,7.625,-8.675,9.408333333,6.30E+10,0.2
12/1/2010 6:31,33.3,72.5S,144.9E,17.2764029,-10.825,-10.40833333,-8.541666667,1.33E+11,0.39
11/21/2010 14:45,50,1.9N,143.3E,16.24746561,-11.34166667,-7.6,8.808333333,8.10E+10,0.25
11/19/2010 7:25,30,10.3S,148.8E,13.92879212,6.908333333,9.041666667,8.033333333,3.30E+10,0.11
11/10/2010 8:26,37.58333333,74.5N,77.7W,14.67380035,10.75833333,5.816666667,8.108333333,6.80E+10,0.22
11/9/2010 13:05,37,56.3S,16.7W,15.09864784,-10.71666667,8.366666667,6.566666667,8.60E+10,0.27
11/9/2010 6:56,26,14.0S,160.0W,18.66202509,-12.78333333,8.483333333,-10.625,2.00E+10,0.073
10/27/2010 11:27,35.2,14.1S,67.7E,13.88367847,-8.375,9.208333333,6.15,1.45E+11,0.42
10/8/2010 9:58,34.11666667,126.34940924788454W,72.74436162558584S,19.79341922,12.23333333,11.25,10.75,2.00E+10,0.073
9/24/2010 12:02,31.46666667,67.4S,50.6W,15.58479494,8.066666667,-10.38333333,-8.366666667,5.00E+10,0.16
9/18/2010 5:04,33.34166667,7.4N,36.7E,17.06497794,9.841666667,8.691666667,-10.9,6.70E+10,0.21
9/8/2010 19:51,46.3,13.9S,65.5W,16.9247292,-10.30833333,9.516666667,-9.466666667,6.50E+10,0.21
9/5/2010 23:37,35.2,25.9S,49.0E,16.03968386,8.191666667,10.76666667,8.616666667,6.83E+11,1.7
9/3/2010 12:04,33.3,61.0S,146.7E,12.26947432,9.8,6.5,-3.5,1.75E+12,3.8
8/17/2010 4:19,33.3,20.7N,114.3W,16.51771986,9.083333333,-9.15,-10.325,2.10E+10,0.076
7/15/2010 1:49,37.30833333,60.9N,178.1W,16.77359242,-10.70833333,7.85,10.25,2.40E+10,0.086
7/6/2010 23:54,26,34.1S,174.5W,15.69872606,12.1,0.2,10,7.56E+12,14
6/26/2010 6:04,50,0.5S,133.2E,18.60051523,11.16666667,9.333333333,-11.58333333,1.13E+11,0.34
6/21/2010 6:42,35.28333333,22.5S,120.9W,14.93023824,8.933333333,-8.916666667,7.975,1.63E+11,0.47
6/17/2010 4:24,42,26.1S,100.0E,16.38871139,-6.191666667,13.45,-7.025,1.19E+11,0.35
4/17/2010 2:21,35.78333333,13.1N,173.0W,16.81141725,10.81666667,10.19166667,-7.858333333,5.60E+10,0.18
4/16/2010 4:38,22.2,1.8N,176.9W,18.84250514,12.4,-5.2,-13.2,8.44E+11,2
4/6/2010 18:33,36.79166667,52.8N,146.5W,16.41809638,11.48333333,7.283333333,9.2,8.00E+10,0.25
3/18/2010 16:11,34.99166667,32.4S,51.8W,14.87450746,-10.725,-8.641666667,-5.616666667,1.75E+11,0.5
3/15/2010 15:55,35.20833333,132.80212277529412W,35.80152097024493S,15.94916621,-10.25833333,-9.05,-8.2,8.00E+10,0.25
3/14/2010 18:44,35.6,33.8N,90.2W,14.00055802,10.9,6.3,-6.125,4.20E+10,0.14
3/8/2010 22:44,53,18.2N,110.1E,15.6456974,-9.95,6.641666667,10.08333333,3.00E+10,0.1
3/8/2010 22:02,52,32.0N,92.9W,24.50102039,19.1,10.7,11,3.23E+11,0.85
2/28/2010 22:24,37,48.7N,21.0E,15.06618731,-11.7,-9.1,2.7,1.53E+11,0.44
2/26/2010 22:46,31.275,37.3S,166.0W,16.13010686,-6.683333333,-7.858333333,12.4,2.37E+11,0.65
2/24/2010 19:55,37.675,2.6S,102.2W,14.1672941,4.6,-8.366666667,-10.46666667,9.30E+10,0.28
1/15/2010 19:17,25,8.3S,27.0E,14.00892573,-9.1,8.8,6,4.92E+11,1.2
12/31/2009 16:24,33.18333333,78.54010567244526E,79.65538132956631S,16.1279304,-11.59166667,7.933333333,7.925,8.30E+10,0.26
12/31/2009 12:50,20.7,37.9N,178.3W,13.00176804,-9.716666667,6.041666667,-6.175,1.02E+11,0.31
11/25/2009 1:36,38.26666667,52.8S,136.5E,17.71831483,13.50833333,-7.166666667,8.95,6.40E+10,0.2
11/21/2009 20:53,38,22.0S,29.2E,32.04684072,3,27,-17,1.00E+13,18
11/18/2009 17:36,34.89166667,46.919933745486475E,16.08844400999659S,14.19833715,-6.45,-5.683333333,-11.3,8.50E+10,0.26
11/18/2009 7:07,31.5,40.4N,113.2W,16.46643471,-12.09166667,5.766666667,-9.575,7.36E+11,1.8
11/14/2009 19:58,33.95,176.05741791288648E,75.13117074087212N,13.8712132,10.05,7.416666667,6.033333333,2.30E+10,0.082
11/7/2009 11:31,34.91666667,45.5N,157.7W,16.34876185,-9.091666667,-9.033333333,-10.15,2.20E+10,0.079
11/7/2009 10:41,37,24.0N,64.1E,16.06544342,9.591666667,-8.7,9.508333333,4.20E+10,0.14
10/11/2009 12:49,27.8,78.3S,70.2E,14.67829558,-9.275,-7.2,-8.808333333,7.10E+10,0.22
10/8/2009 2:57,19.1,4.2S,120.6E,22.09072203,14,-6,-16,2.00E+13,33
9/27/2009 22:22,37,36.0S,67.6W,14.81784304,-7.133333333,7.075,10.89166667,8.90E+10,0.27
9/18/2009 20:13,33.44166667,7.7N,29.5W,14.79616598,-7.725,6.975,-10.51666667,1.44E+11,0.42
9/4/2009 2:23,28.3,42.5N,110.0E,23.98853893,19.2,-8.5,-11.6,9.65E+11,2.3
8/23/2009 21:17,34,67.7S,18.3E,12.1634699,-6.9,8.5,5.3,2.80E+11,0.75
7/31/2009 2:13,35.775,8.9N,121.9W,16.77181208,12.9,8.458333333,6.583333333,2.50E+10,0.089
7/16/2009 6:39,32.2,24.4S,59.8W,14.55771559,-8.091666667,-10.08333333,-6.691666667,7.27E+11,1.8
7/3/2009 4:02,36.26666667,31.799803291959957E,62.25951353573449N,14.2670585,-7.058333333,8.666666667,8.866666667,2.70E+10,0.095
6/27/2009 13:08,26.1,26.6S,12.6W,15.20559108,-11.6,9.7,1.6,3.20E+10,0.11
6/20/2009 11:04,36.66666667,34.81015281096955W,12.610677814973187N,14.51513339,10.74166667,-6.158333333,-7.575,2.70E+10,0.095
6/18/2009 4:39,57.4,23.7S,16.0W,13.65629942,-8.65,-8.158333333,-6.716666667,3.30E+10,0.11
6/9/2009 22:42,34.2,54.9N,152.7W,21.22645591,11.325,7.858333333,-16.14166667,2.81E+11,0.76
5/31/2009 6:05,36.925,19.7N,121.0W,12.53332779,8.441666667,7.283333333,5.725,1.43E+11,0.42
5/13/2009 20:20,38.20833333,129.3477676724488E,73.94066400026972N,11.7920318,5.933333333,8.35,-5.841666667,7.30E+10,0.23
5/4/2009 11:39,40.7,36.4N,160.4W,16.19758427,10.60833333,8.95,8.35,1.40E+11,0.41
4/20/2009 4:01,31.15,6.0N,84.3E,15.80410021,6.808333333,8.108333333,-11.73333333,2.20E+10,0.079
4/10/2009 18:42,32.4,44.7S,25.7E,19.08035639,-18.9,0.3,2.6,2.70E+11,0.73
3/4/2009 0:38,38.58333333,26.766880878018238W,27.695074070396757S,15.04581429,9.425,6.208333333,9.95,1.70E+11,0.48
2/20/2009 12:15,28.65,64.9S,70.0W,14.11211556,7.158333333,-4.433333333,-11.325,5.00E+10,0.16
2/7/2009 19:51,40,56.6N,69.8E,15.4071412,-2.4,-15.1,-1.9,1.60E+12,3.5
1/12/2009 22:24,34.85833333,47.8N,44.3W,16.4518827,-8.9,-9.666666667,9.9,4.80E+10,0.16
1/10/2009 7:42,26.5,64.0S,122.8E,17.52645817,9.225,-11.55,-9.416666667,2.30E+10,0.082
12/24/2008 15:51,21.1,68.9S,102.0W,24.10394159,-13.4,8.8,18,3.50E+10,0.12
12/12/2008 11:36,50,7.0S,9.7W,14.13023748,9.033333333,-5.45,9.4,2.16E+11,0.6
12/9/2008 6:08,40.65,83.98058445046291W,76.77572078648306S,13.66428333,-7.825,7.958333333,-7.883333333,3.40E+10,0.12
11/24/2008 22:01,34.8,57.9S,146.1E,23.71518501,21.5,0.4,10,1.46E+11,0.42
11/21/2008 0:26,28.2,53.1N,109.9W,12.90658747,3.9,-11.6,-4.1,1.42E+11,0.41
11/18/2008 9:41,35.2,29.4S,75.9E,22.42855323,-4,-16,-15.2,2.50E+10,0.089
11/9/2008 2:38,29.6,14.5N,112.7E,13.43024417,7.916666667,6.333333333,-8.808333333,2.22E+11,0.61
10/21/2008 2:20,29.6,32.8N,165.6W,11.31591799,9.6,1.5,5.8,4.60E+10,0.15
10/10/2008 9:34,21.4,57.3S,17.0E,18.38334655,11.59166667,-10.425,9.741666667,1.80E+11,0.51
10/7/2008 2:45,38.9,20.9N,31.4E,13.28307193,-9,3.8,9,3.95E+11,1
9/9/2008 9:49,37.01666667,117.8583568067856E,2.134718241690404N,13.83981023,-9.2,-6.016666667,-8.408333333,5.90E+10,0.19
8/16/2008 14:40,31.83333333,11.3N,97.2E,16.78816341,9.041666667,8.408333333,11.375,1.31E+11,0.38
8/12/2008 11:44,38.43333333,11.6S,175.0W,17.05294655,-10.09166667,-9.075,10.325,2.00E+10,0.073
8/7/2008 6:07,45.4,18.5N,180.0E,13.84015896,6.5,1.7,-12.1,4.10E+10,0.14
7/23/2008 14:45,31.5,38.6N,68.0E,14.46858666,-7.7,-9.1,-8.2,1.21E+11,0.36
7/22/2008 19:34,54.4,17.8S,89.2W,10.20116075,-5.408333333,6.416666667,5.8,6.10E+10,0.2
7/11/2008 14:35,37.70833333,45.03248450137951W,17.992903993929595N,16.31178425,5.65,-11.09166667,10.54166667,5.20E+10,0.17
7/8/2008 15:55,52.2,72.8N,147.3E,21.74350478,-12.9,-17.4,1.9,6.60E+10,0.21
7/1/2008 17:40,36.1,37.1N,115.7W,9.765756499,2.8,-9.2,1.7,3.60E+10,0.12
6/27/2008 2:01,33.7,26.9S,17.7W,23.08614303,-17.9,6.6,13,1.72E+11,0.49
6/18/2008 13:45,34.925,6.1N,103.1E,16.3230197,-7.308333333,8.658333333,-11.75,2.10E+10,0.076
5/29/2008 21:23,39.34166667,15.7N,83.5W,14.90528896,-8.183333333,8.691666667,-8.925,2.10E+10,0.076
5/24/2008 10:18,37,0.8N,162.0E,14.21196679,7.9,11.4,3.1,1.50E+11,0.43
5/22/2008 20:50,33.48333333,46.9N,134.5E,15.57840831,6.191666667,6.875,12.53333333,2.10E+10,0.076
5/6/2008 1:08,34.10833333,153.70563035768072E,12.80821274067523S,20.2990062,13.575,-10.125,11.19166667,5.70E+10,0.18
4/30/2008 1:18,36.23333333,33.6S,35.1W,13.59250457,8.141666667,6.65,-8.616666667,2.00E+10,0.073
4/6/2008 16:03,35.175,43.10335565634408W,64.61131699027679N,13.52181879,8.791666667,7.091666667,7.433333333,7.70E+10,0.24
3/15/2008 11:29,26.7,28.0N,41.5W,12.85651586,-4.1,-11.2,4.8,5.00E+10,0.16
2/24/2008 19:33,35.68333333,21.05927118049719E,50.630107432775816S,13.91948325,-6.708333333,-7.1,-9.916666667,7.40E+10,0.23
2/19/2008 13:30,35.81666667,48.9N,119.8W,14.30035207,-7.925,8.333333333,-8.5,2.00E+10,0.073
2/18/2008 8:51,33.26666667,29.23708236512831W,40.99618512275505N,16.39001008,10.10833333,7.975,-10.14166667,5.00E+10,0.16
2/17/2008 12:19,40.4,74.9N,73.4W,13.89316379,-5.8,-6.7,-10.7,1.10E+11,0.33
2/16/2008 8:38,35.65833333,70.75220823784925E,82.32993416432883N,16.41078998,8.758333333,9.075,10.5,7.10E+10,0.22
1/18/2008 1:17,37.50833333,28.633388037223963W,30.928559816664933S,14.18384253,7.933333333,-7.683333333,-8.9,4.40E+10,0.15
1/9/2008 3:53,31.5,66.8S,67.3W,11.56676273,4.3,9.1,5.7,4.10E+10,0.14
12/26/2007 6:46,42.275,61.6S,158.9W,15.1605528,7.991666667,10.475,7.5,1.36E+11,0.4
12/20/2007 17:00,33.95,51.3N,115.4E,15.92148705,9.358333333,-10.75833333,7.083333333,1.22E+11,0.36
10/25/2007 19:35,46.3,40.9S,91.3E,14.20091204,-9.15,8.275,7.033333333,5.80E+10,0.19
10/12/2007 9:14,37,88.5N,116.6E,18.38124044,-4.5,-10.9,-14.1,3.30E+10,0.11
10/7/2007 13:31,40.4,35.2S,125.6E,11.54691217,-6.475,5.433333333,-7.866666667,5.80E+10,0.19
9/22/2007 17:57,30.2,49.2S,85.5W,16.85348629,-9.2,3.8,13.6,2.37E+11,0.65
6/11/2007 9:47,35.2,23.4S,170.9W,16.97468704,16.7,-2.2,-2.1,4.90E+10,0.16
6/8/2007 13:32,38.9,52.0S,175.3E,16.3975735,10.70833333,-6.316666667,-10.69166667,2.35E+11,0.65
6/7/2007 21:28,29.6,21.9N,53.1E,15.49891573,8.983333333,-6.116666667,11.05,3.10E+10,0.11
5/16/2007 16:20,33.93333333,4.5S,111.7E,15.18527704,8.908333333,-6.641666667,10.35,3.80E+10,0.13
5/16/2007 4:45,31.5,42.4S,164.0E,13.23295812,7.716666667,-6.416666667,8.625,4.00E+11,1
5/4/2007 17:52,48,22.9N,109.4E,14.94476404,-8.541666667,6.616666667,10.325,1.75E+11,0.5
4/18/2007 12:44,38,83.7S,171.2W,24.41372565,-5.3,23.7,-2.5,1.12E+11,0.33
4/16/2007 14:56,36.80833333,93.06960370386058E,60.92289306813183S,14.41507939,-6.2,-8.858333333,-9.533333333,2.40E+10,0.086
3/17/2007 6:48,32.5,7.1N,4.1E,14.51413105,-7.3,-12.4,-1.9,4.00E+10,0.13
3/15/2007 2:20,33.48333333,44.1S,148.4W,16.60576582,-11.94166667,8.033333333,8.283333333,2.50E+10,0.089
3/7/2007 15:16,34.30833333,118.22740897228427W,32.65839255650705S,18.48531887,-11.59166667,9.466666667,10.85,2.70E+10,0.095
2/2/2007 12:48,35.5,24.0N,37.2W,14.85789399,-9.266666667,-6.45,9.658333333,3.40E+11,0.89
1/26/2007 22:22,35.1,3.7N,99.7E,13.72695291,6.925,9.15,7.533333333,1.47E+11,0.43
1/22/2007 7:24,32,45.4N,53.5E,13.35440002,-3.3,-1.9,-12.8,7.60E+10,0.24
1/18/2007 13:51,34.1,5.3N,164.3W,17.4535057,-7.158333333,9.95,12.425,3.20E+10,0.11
1/17/2007 9:50,33.3,8.7S,50.8E,16.54977761,11.85833333,6.666666667,-9.425,5.48E+11,1.4
1/1/2007 11:43,53,44.4N,116.5E,15.49362324,-9.025,-4.575,-11.73333333,3.60E+10,0.12
12/9/2006 6:31,26.5,26.2N,26.0E,15.86095836,4.9,1.6,-15,7.41E+12,14
12/7/2006 11:42,39.35833333,14.0N,140.0W,18.29721252,5.575,11.925,12.70833333,2.10E+10,0.076
12/1/2006 6:09,37.3,13.0S,30.7E,15.93322437,-10.94166667,-6.516666667,9.575,6.30E+10,0.2
11/13/2006 15:16,33.65,44.0S,43.3E,15.74465077,7.2,-10.775,8.941666667,2.30E+10,0.082
10/24/2006 8:42,43,1.9S,2.7W,13.45334273,-7.408333333,-7.591666667,-8.275,2.25E+11,0.62
10/14/2006 18:10,44.4,49.4N,175.0W,23.92843497,4.9,-1,23.4,2.58E+11,0.7
10/9/2006 4:45,22.2,47.0S,78.9E,12.66696546,8.691666667,6.2,-6.816666667,4.10E+10,0.14
10/7/2006 12:18,40.7,23.0S,61.8W,13.18436311,7.291666667,-7.675,7.858333333,4.10E+10,0.14
10/2/2006 19:10,42,14.0N,53.1E,17.72595006,-9.891666667,11.55,9.108333333,9.00E+10,0.28
9/27/2006 8:33,48.1,32.0S,60.2E,14.87105223,9.075,8.183333333,-8.475,1.07E+11,0.32
9/23/2006 18:52,37.125,29.0S,108.0W,17.64328248,12.69166667,8.916666667,-8.408333333,1.21E+11,0.36
9/2/2006 17:57,32.675,86.55016954290436E,34.27711183725046S,13.4767856,8.541666667,-7.716666667,7.008333333,2.20E+10,0.079
