Peak Brightness Date/Time (UT),Altitude (km),Latitude (deg),Longitude (deg),Velocity (km/s),vx,vy,vz,Total Radiated Energy (J),Calculated Total Impact Energy (kt)
9/2/2006 4:26,44.1,14.0S,109.1E,14.15132503,10,1.5,-9.9,1.23E+12,2.8
8/29/2006 1:38,40.7,44.0S,162.0W,14.57651269,9.966666667,6.35,-8.533333333,9.20E+10,0.28
8/18/2006 0:03,47.2,43.0S,33.4E,14.57780371,-9.108333333,8.975,-7,3.20E+10,0.11
8/17/2006 10:43,48.2,11.0S,165.7E,15.85499396,10.48333333,-6.716666667,9.816666667,2.56E+11,0.7
8/15/2006 10:52,32.7,4.9N,49.6E,12.0566775,-7.725,6.991666667,-6.066666667,4.70E+10,0.16
8/9/2006 4:30,37,23.1S,53.7E,15.19900856,-8.283333333,-6.125,-11.175,1.02E+12,2.4
7/15/2006 23:55,29.6,78.3S,5.0W,12.363252,0.1,12.2,2,8.50E+10,0.26
7/15/2006 15:22,38.9,31.1N,45.6E,30.1623938,9.2,-28.7,-1.2,1.63E+11,0.47
6/7/2006 0:06,40.7,69.2N,22.5E,19.55428342,6.1,-18,4.6,5.90E+10,0.19
5/28/2006 1:32,42,134.9538459530953E,15.345709228655004N,13.72227255,10.74166667,-5.508333333,6.525,2.60E+10,0.092
5/21/2006 7:51,34.18333333,11.6S,25.5W,18.17736306,-10.25833333,9.55,11.575,2.63E+11,0.71
5/7/2006 17:45,39.14166667,122.47225102081W,22.737966077782424N,19.99137488,8.633333333,-13.3,12.175,3.00E+10,0.1
5/6/2006 15:39,35.2,60.2S,152.3W,16.87472839,-8.558333333,8.683333333,11.66666667,1.28E+11,0.38
4/25/2006 18:46,33.88333333,13.294502328950237W,45.09597033166052N,15.93870202,10.76666667,-6.333333333,-9.9,2.00E+10,0.073
4/8/2006 13:16,33.3,17.3N,113.2W,18.03158494,-12.36666667,6.7,11.28333333,1.27E+11,0.37
4/4/2006 11:30,25,26.6N,26.6W,17.83973795,9.966666667,-9.541666667,11.30833333,2.40E+12,5
3/14/2006 3:21,35.2,7.0N,64.6W,14.53785767,-6.85,-8.658333333,-9.458333333,1.44E+11,0.42
2/26/2006 7:30,36.79166667,83.61599600752567E,8.386991110439592N,13.86214119,9.316666667,-7.016666667,7.491666667,7.00E+10,0.22
2/6/2006 1:57,35.2,54.5S,18.1E,15.41927681,-8.541666667,-7.891666667,10.125,1.19E+12,2.7
2/4/2006 8:38,38.9,36.9N,143.6W,19.79292803,-8.8,-17.4,3.4,1.00E+11,0.3
1/28/2006 3:33,37,51.7S,56.4E,18.70187156,8.4,3.2,-16.4,7.40E+11,1.8
1/27/2006 1:27,20,58.7N,74.7E,14.1081832,7.583333333,7.183333333,9.483333333,4.50E+10,0.15
1/26/2006 0:00,37,79.8S,111.0W,15.1037362,-10.09166667,7.233333333,8.6,5.30E+10,0.17
1/10/2006 23:25,32.4,29.8N,12.7W,16.92749243,-9.9,-12.2,-6.3,2.80E+10,0.098
1/8/2006 5:20,36.775,7.6N,28.2W,19.4120971,-11.33333333,10.4,-11.84166667,9.40E+10,0.29
12/29/2005 10:05,42.2,3.0S,154.9W,20.69903379,18.6,3.2,8.5,1.90E+11,0.53
12/24/2005 15:30,66,54.0S,17.3E,15.31202324,-9.383333333,-7.233333333,-9.7,1.81E+11,0.51
12/3/2005 12:45,32.2,33.8S,117.4E,17.04142013,-12.1,7.2,-9.6,8.80E+10,0.27
12/1/2005 10:40,31.14166667,6.4S,155.8W,14.73601267,-8.616666667,-10.425,-5.85,3.20E+10,0.11
11/29/2005 7:33,59.3,7.6N,58.2W,17.2830139,6.458333333,-8.95,13.3,3.20E+10,0.11
11/15/2005 5:19,32.4,26.3N,113.4W,15.27395432,6.05,-6.858333333,-12.23333333,2.50E+10,0.089
11/11/2005 20:34,29.6,21.4N,134.1W,15.16079099,9.558333333,-8.408333333,-8.233333333,4.20E+10,0.14
11/9/2005 7:33,30.7,31.0S,145.9E,13.78513692,13.5,-0.7,-2.7,7.30E+10,0.23
11/2/2005 7:04,68.5,33.9N,154.9W,16.90012738,-10.29166667,8.008333333,10.75,3.20E+10,0.11
11/2/2005 5:16,74,22.9N,123.8W,12.08790431,6.241666667,-5.491666667,-8.775,6.70E+10,0.21
10/26/2005 21:30,16.7,36.3S,80.5W,14.84094608,10.925,5.533333333,-8.383333333,1.38E+11,0.4
9/30/2005 19:04,53,2.8S,84.1W,15.06727045,-9.65,-7.158333333,9.091666667,2.20E+10,0.079
9/14/2005 1:08,33.3,11.6N,27.3E,17.53289567,10.325,7.858333333,-11.79166667,2.50E+10,0.089
9/2/2005 7:59,39.00833333,13.5N,73.1E,12.45859253,7.725,7.225,6.583333333,8.20E+10,0.25
8/20/2005 12:10,37.48333333,173.10834054441068W,5.88322817248185S,16.11473187,9.166666667,-8.858333333,-9.858333333,2.70E+10,0.095
8/9/2005 14:35,37,21.5S,56.2E,16.91567321,-16.3,1.4,4.3,2.50E+10,0.089
7/1/2005 22:36,50,49.8S,33.1E,15.53987255,-9.225,-10.14166667,7.316666667,3.10E+10,0.11
6/18/2005 19:40,40.48333333,47.9N,85.6E,13.25367349,-6.708333333,6.95,9.075,2.30E+10,0.082
6/5/2005 1:56,36.34166667,34.8N,90.9E,17.79548164,9.533333333,-7.816666667,-12.83333333,4.10E+10,0.14
6/3/2005 8:15,29.6,31.0S,90.3W,26.215072,-1.5,6.7,25.3,8.20E+10,0.25
5/27/2005 14:12,50.5,48.9S,145.1E,14.02767849,-7.941666667,-4.825,10.50833333,2.00E+10,0.073
5/14/2005 13:02,36.51666667,75.45842179757396W,6.170627423686929N,14.59351549,-10.6,-7.208333333,6.975,1.29E+11,0.38
5/7/2005 9:31,15.2,75.8S,163.7E,16.57136084,9.6,9.4,-9.7,2.60E+10,0.092
5/2/2005 20:10,38.03333333,17.7N,36.0E,14.43973588,-9.008333333,7.591666667,-8.35,4.60E+10,0.15
4/22/2005 11:18,37,20.9N,36.7W,15.19008723,7.108333333,9.183333333,-9.791666667,2.20E+10,0.079
4/19/2005 7:37,38.5,50.2S,146.4W,16.82795294,9.3,2.5,13.8,2.32E+11,0.64
4/16/2005 10:40,37.05,50.50926540865489W,29.611841615488114N,15.30762564,8.875,-7.033333333,10.3,2.00E+10,0.073
4/15/2005 6:54,39,43.8S,73.9W,16.6430395,-10.35833333,9.441666667,8.975,2.10E+10,0.076
4/14/2005 14:05,26.5,4.9N,176.0W,14.08062844,-7.675,-10.25833333,-5.841666667,7.10E+10,0.22
4/11/2005 5:20,37,34.2S,95.7W,17.22213934,-11.70833333,-9.483333333,8.341666667,1.06E+11,0.32
4/6/2005 1:30,70,42.7S,154.6E,14.42320902,-7.233333333,-7.808333333,9.733333333,2.90E+10,0.1
4/5/2005 17:48,35.6,75.18383469331482E,39.272204333948764N,13.89457828,-8.141666667,-6.875,8.916666667,3.50E+10,0.12
4/3/2005 1:45,59.2,1.0S,112.4E,11.44918119,7.508333333,5.216666667,6.891666667,2.19E+11,0.61
4/2/2005 22:52,27.2,14.1N,169.7E,14.50897471,8.341666667,-9.6,-6.983333333,2.04E+11,0.57
3/31/2005 22:15,34.88333333,42.8N,36.2W,15.1726545,-8.05,6.983333333,10.8,3.80E+10,0.13
3/18/2005 16:48,33,9.7S,34.7W,15.55732009,9.958333333,6.758333333,9.858333333,2.70E+10,0.095
3/12/2005 22:16,34.30833333,95.42004215083632W,61.46488741761762S,16.62916614,9.133333333,-9.983333333,9.666666667,2.20E+10,0.079
3/9/2005 15:47,44.4,21.4S,157.9W,15.37282279,-8.666666667,10.20833333,-7.55,5.30E+10,0.17
3/9/2005 12:49,30.7,14.3N,142.7E,14.73051679,-6.566666667,8.116666667,10.39166667,4.00E+10,0.13
3/6/2005 17:32,34.03333333,70.32013788867664W,74.42265790078955S,15.44972357,-7.533333333,8.508333333,10.46666667,5.50E+10,0.18
2/17/2005 22:52,42.5,48.0N,161.5W,13.72234846,-7.741666667,9.05,-6.816666667,1.00E+11,0.3
1/19/2005 1:43,40.7,27.5S,164.9W,16.2739567,-6.616666667,-10.83333333,10.18333333,1.41E+11,0.41
1/2/2005 23:09,35.2,21.3S,154.7E,21.50558067,20.2,6.6,-3.3,1.19E+11,0.35
1/1/2005 3:44,31.8,32.7N,12.4E,15.79249778,-6.175,8.658333333,-11.675,4.54E+11,1.2
12/29/2004 7:11,33.8,8.5S,171.8E,14.6069737,9.125,-6.133333333,9.616666667,9.00E+10,0.28
12/13/2004 11:35,33.43333333,9.7S,155.3E,14.79021354,7.708333333,6.116666667,-11.04166667,3.90E+10,0.13
12/11/2004 15:36,34.76666667,36.0N,104.1E,16.28587067,-7.741666667,11.84166667,8.066666667,3.00E+10,0.1
11/30/2004 8:32,34.60833333,61.0N,171.0W,13.32987716,-7.333333333,-7.808333333,-7.933333333,1.81E+11,0.51
11/17/2004 3:13,36.975,81.43304375830454W,75.88043019386922S,19.55025575,10.23333333,11.46666667,-12.08333333,1.86E+11,0.52
10/14/2004 11:41,36.775,111.03982879227259E,86.7121617193019S,17.803546,10.55833333,-8.433333333,11.59166667,9.30E+10,0.28
10/10/2004 11:05,40.375,6.915493954822843W,87.01162413443909N,14.93857098,8.9,5.775,10.51666667,3.00E+10,0.1
10/7/2004 13:14,35,27.3S,71.5E,19.22628409,-15.3,11.6,1,1.04E+13,18
10/4/2004 4:39,38.675,3.7N,150.9W,15.30603548,-4.866666667,9.166666667,11.25,7.10E+10,0.22
9/28/2004 8:57,37.16666667,0.2N,101.1W,14.7829129,7.916666667,-8.158333333,-9.45,6.20E+10,0.2
9/3/2004 12:07,31.5,67.7S,18.2E,14.94659242,-8.6,-10.4,-6.425,7.26E+12,13
8/22/2004 10:01,37,51.9S,22.7E,17.18977813,10.05833333,-8.7,-10.89166667,1.44E+12,3.2
7/29/2004 12:41,30.88333333,30.57613781884015W,63.904289953425064S,16.56413881,9.1,10.04166667,-9.525,2.50E+10,0.089
7/25/2004 5:29,38.01666667,42.42990090580474E,75.17523503290315N,13.41955973,-7.266666667,9.191666667,6.541666667,1.97E+11,0.55
7/22/2004 3:34,32.15,19.038908435375486E,72.50862743352671S,15.35434249,11.76666667,6.966666667,6.983333333,3.50E+10,0.12
7/16/2004 0:11,33.41666667,164.41857023492926W,75.67411931159135N,13.25422627,-7.5,-7.233333333,-8.191666667,2.90E+10,0.1
7/4/2004 16:58,29.76666667,29.07914118234305W,63.3034358772585S,15.95724104,-6.208333333,-8.641666667,-11.89166667,7.90E+10,0.25
7/3/2004 20:47,34.53333333,49.400958590540554W,86.53034896688807N,14.46640505,-9.158333333,7.241666667,-8.541666667,6.50E+10,0.21
6/12/2004 7:13,39.39166667,21.7N,175.3E,13.24439085,-5.75,7.983333333,-8.866666667,1.04E+11,0.31
6/11/2004 15:41,37.68333333,124.17380534378663E,58.133353810498605N,17.19372059,11.175,6.675,11.23333333,1.04E+11,0.31
6/5/2004 20:34,43,1.3N,174.4W,19.48358283,9.4,-1.5,17,1.81E+12,3.9
6/4/2004 13:41,43.86666667,138.36640833855904E,24.117049559313415S,15.19184037,9.816666667,-8.841666667,-7.5,3.39E+11,0.89
6/3/2004 21:59,34.34166667,137.23402858689775W,2.314407382211506S,17.5670185,-11.55833333,9.308333333,9.4,4.70E+10,0.16
6/3/2004 9:40,37.28333333,48.9N,120.4W,14.55435454,8.3,8.816666667,-8.075,5.40E+10,0.18
5/18/2004 11:12,35.2,28.1S,47.4W,13.39601413,-6.275,-7.425,-9.216666667,3.94E+11,1
5/17/2004 2:08,44,18.9S,28.3E,13.874029,-8.15,8.108333333,-7.766666667,5.50E+10,0.18
5/6/2004 2:22,34.11666667,44.68659390547654E,89.26766943316441S,17.88037021,8.791666667,10.05,-11.89166667,4.90E+10,0.16
4/23/2004 0:33,34.4,119.64836913848619E,29.36413297302151N,15.85553049,9.908333333,-8.15,-9.316666667,5.60E+10,0.18
4/22/2004 21:19,35.90833333,15.2S,55.1E,15.51358276,-7.966666667,-8.908333333,9.891666667,1.39E+11,0.41
4/22/2004 4:21,29.6,44.3S,83.3E,16.27574883,8.5,-6.8,-12.1,6.24E+11,1.5
4/6/2004 3:24,35,12.0S,162.8E,25.63006048,10.5,-2.9,-23.2,4.33E+11,1.1
3/26/2004 16:35,46,7.6S,155.1E,16.48961795,-9.983333333,-7.983333333,-10.41666667,2.40E+10,0.086
3/25/2004 9:39,35.65833333,4.8S,21.0E,15.11886698,-10.30833333,-5.491666667,-9.6,2.10E+10,0.076
2/27/2004 1:18,37.875,35.515709344598875W,48.707931545459275N,15.50452667,-6.816666667,-9.7,9.991666667,6.00E+10,0.19
2/2/2004 18:52,30.80833333,18.3S,52.3E,15.75379363,-10.71666667,8.575,7.733333333,3.00E+10,0.1
1/22/2004 1:06,37,50.6S,157.8E,16.68792394,-11.575,-9.958333333,-6.733333333,2.32E+11,0.64
1/17/2004 20:11,35.98333333,172.63234249951574E,19.939766729566607N,11.23884014,7.591666667,5.325,6.35,2.80E+10,0.098
1/16/2004 11:17,36.95833333,155.2569967041699E,32.82965503739164N,11.77025736,6.966666667,6.466666667,6.941666667,9.80E+10,0.3
1/2/2004 4:27,63,28.2S,3.2E,15.06287286,9.358333333,-9.933333333,-6.375,1.34E+11,0.39
12/9/2003 22:36,40.98333333,67.1S,90.8W,16.24369322,-7.45,-9.975,-10.43333333,6.43E+11,1.6
11/26/2003 2:00,32,22.9S,22.7E,15.35525154,-9.441666667,8.616666667,8.508333333,3.50E+10,0.12
11/10/2003 13:54,23,64.5S,136.2E,20.07211997,14.8,10.4,-8.7,5.18E+11,1.3
11/1/2003 14:09,35.60833333,51.4S,151.7E,15.37430441,8.8,-9.75,7.991666667,7.30E+10,0.23
10/16/2003 0:47,44.66666667,97.7526599178108W,75.36805440595279S,14.19024753,7.733333333,8.508333333,-8.316666667,2.85E+11,0.77
10/13/2003 14:06,37.45833333,54.888796133862925E,5.099284383352978S,16.85724374,7.766666667,-11.66666667,9.366666667,3.00E+10,0.1
10/7/2003 0:23,36.05,138.11292891876536E,49.8971869536233N,14.75862742,8.316666667,10.09166667,-6.841666667,3.70E+10,0.13
9/27/2003 12:59,26,21.0N,86.6E,18.15075756,-1,-17.3,-5.4,2.15E+12,4.6
9/22/2003 3:45,34.275,17.86131784766561E,53.68302804866362S,19.09538375,-11.83333333,-9.25,11.79166667,3.30E+10,0.11
9/21/2003 7:40,34.18333333,27.921905474054757W,79.55849759643664N,16.08968139,9.3,11.26666667,6.741666667,2.00E+10,0.073
9/20/2003 19:04,37.76666667,68.07445349273932E,43.87511934385388N,16.17084353,-10.25,9.341666667,8.316666667,3.00E+10,0.1
9/2/2003 20:00,41.6,51.3N,161.0W,15.92959771,7.041666667,-11.19166667,-8.883333333,3.85E+11,1
8/26/2003 22:08,41.20833333,156.94181658973642W,46.472503276841145N,16.37864887,9.658333333,-7.233333333,11.075,7.20E+10,0.23
8/26/2003 8:44,33.30833333,102.1369876804245W,66.86469694885902N,15.71797229,-8.875,-8.825,-9.508333333,2.49E+11,0.68
8/17/2003 13:16,39.1,39.0S,34.0E,12.78512047,-6.391666667,-8.191666667,7.45,6.47E+11,1.6
8/1/2003 4:09,38.125,149.52381625528145E,7.26017067506679N,16.60022799,8.766666667,-7.75,11.775,2.10E+10,0.076
7/21/2003 5:11,35.76666667,131.35074046211264E,61.42369965917633N,14.18893103,6.608333333,-8.408333333,-9.325,5.80E+10,0.19
6/22/2003 22:53,37.50833333,25.985419833992182W,44.00528562792409N,15.36389391,8.15,7.166666667,-10.875,2.10E+10,0.076
6/21/2003 14:49,35.63333333,62.577643455433396E,31.526143862963142N,15.31248583,11.26666667,-6.833333333,-7.8,3.80E+10,0.13
6/16/2003 17:17,34.10833333,70.22046725218586E,52.56232629761949S,14.98540957,-8.983333333,9.333333333,-7.533333333,6.50E+10,0.21
6/10/2003 14:11,36.725,41.8S,122.9E,13.9032645,8.708333333,6.291666667,-8.825,3.20E+10,0.11
5/27/2003 23:32,36.00833333,5.2N,166.2E,15.07122442,-8.958333333,-9.075,-8.033333333,6.80E+10,0.22
5/19/2003 3:38,38.55,129.18130846500208W,50.411195978724514N,16.96075536,7.516666667,12.06666667,-9.25,5.21E+11,1.3
5/18/2003 7:51,35.81666667,3.163607524801284W,12.551354037214725S,19.56658326,-12.225,-8.516666667,-12.68333333,2.10E+10,0.076
5/15/2003 6:28,33.95833333,54.0N,80.4W,14.99677049,8.666666667,-8.616666667,-8.691666667,4.30E+10,0.14
4/28/2003 13:06,34.54166667,42.63303063606676W,10.30075316991072N,15.21282582,-8.483333333,-8.025,9.75,2.30E+10,0.082
4/13/2003 17:58,17,14.8N,64.5E,18.4821404,9.058333333,-11.81666667,-10.95,1.75E+11,0.5
4/7/2003 9:25,37.55,18.4S,162.6E,15.46316861,-6.508333333,-8.366666667,11.25833333,2.20E+10,0.079
4/1/2003 4:40,42.94166667,45.53526713978566W,11.773373952296447S,14.23266489,7.375,-5.85,-10.675,3.10E+10,0.11
3/27/2003 5:50,45,41.4N,87.7W,13.94286207,-9.975,-7.15,6.616666667,1.42E+11,0.41
2/25/2003 23:13,43.075,40.0N,116.0E,16.17045703,8.591666667,-10.4,8.916666667,3.30E+10,0.11
2/12/2003 23:45,41.20833333,51.134922795281184E,6.426941248780839N,17.92167566,7.166666667,7.091666667,-14.81666667,7.90E+10,0.25
2/12/2003 2:37,35.10833333,31.5S,107.5E,14.73835699,9.966666667,7.483333333,7.866666667,1.20E+11,0.36
2/6/2003 17:00,33.8,62.9S,113.9W,16.62422095,-8.7,-8.083333333,11.63333333,1.97E+11,0.55
2/5/2003 6:16,37.075,101.64569793661381E,85.74708972959424N,16.38003103,-8.408333333,-9.716666667,10.15833333,1.03E+11,0.31
2/4/2003 14:07,38.96666667,59.9S,41.0E,16.38976857,7.558333333,-10.25,10.31666667,1.35E+11,0.4
1/30/2003 6:02,34.21666667,6.2004706710038215W,62.04709603641126S,15.99665547,-9.558333333,-7.875,-10.125,1.07E+11,0.32
11/28/2002 15:41,35.075,173.89588006479997W,32.47430006324135N,11.94486466,5.691666667,-7.316666667,7.533333333,4.60E+10,0.15
11/21/2002 0:11,31.81666667,1.4S,154.0W,14.34929586,-6.916666667,8.441666667,9.316666667,2.40E+11,0.66
11/12/2002 21:49,37.94166667,21.1S,6.8W,12.60424311,6.083333333,8.1,7.5,4.30E+10,0.14
11/10/2002 22:13,39.00833333,16.0N,166.0W,16.77240831,-9.733333333,-10.14166667,-9.15,4.60E+11,1.2
10/9/2002 12:00,36.44166667,4.3S,175.9W,15.61340459,9.2,-7.558333333,10.1,4.90E+10,0.16
10/4/2002 10:08,40.98333333,131.27812911655232E,10.122659018420189N,15.67632016,-8.941666667,10.85,6.933333333,1.17E+11,0.35
9/24/2002 16:48,31.79166667,57.9N,112.9E,13.01533284,5.766666667,8.766666667,7.7,8.60E+11,2
8/14/2002 7:48,32.15,6.9S,126.2W,17.8735722,11.54166667,8.991666667,10.26666667,9.00E+10,0.28
8/11/2002 20:42,35.16666667,18.2S,159.4E,12.5238162,-7.291666667,8.616666667,5.425,1.51E+12,3.3
8/10/2002 18:01,36.03333333,19.719255594395836W,85.53901435214979S,14.35351535,-7.4,9.766666667,-7.475,2.50E+10,0.089
7/25/2002 15:57,33.075,28.7S,47.0E,17.04035651,-7.808333333,-9.316666667,11.94166667,2.30E+11,0.63
7/22/2002 11:16,34.68333333,34.0N,106.1E,15.7840329,9.233333333,-9.725,8.325,5.30E+10,0.17
6/29/2002 16:31,39.675,37.63840636940404E,57.76046294041592S,15.80796652,-10.06666667,-9.025,-8.191666667,1.59E+11,0.46
6/15/2002 11:51,30.15833333,118.84184216779407W,89.32695029229123N,12.39168068,6.841666667,7.983333333,-6.558333333,2.90E+10,0.1
6/13/2002 15:29,37.31666667,24.9S,111.4E,15.15107715,8.791666667,-8.441666667,9,1.91E+11,0.54
6/2/2002 4:28,36.85833333,34.0N,21.0E,14.21594615,-7.533333333,6.758333333,-9.983333333,4.50E+12,8.8
4/3/2002 19:10,37.125,5.3S,27.1E,13.1126847,9.45,-5.8,7,1.82E+11,0.51
4/2/2002 2:36,35.3,7.7229780700181045E,60.43540030088554N,13.58783668,-7.641666667,9.483333333,6.025,3.20E+10,0.11
3/28/2002 21:29,37.19166667,87.96394125254783E,43.33632283446694S,13.98306019,10.00833333,-7.85,5.808333333,2.70E+10,0.095
3/19/2002 5:56,39.75833333,14.55261254825321E,60.36284359300393S,15.20962095,8.766666667,8.925,-8.65,8.30E+10,0.26
3/19/2002 2:56,38.18333333,115.84720063544226E,51.652441824143N,13.0811065,7.783333333,-6.975,7.866666667,5.30E+10,0.17
3/18/2002 14:44,30.00833333,60.4S,120.5W,11.73749334,6.816666667,-8.658333333,4.041666667,2.00E+10,0.073
3/9/2002 1:20,39.89166667,6.9N,147.3W,14.09743377,-8.508333333,5.75,-9.658333333,2.49E+11,0.68
3/3/2002 21:10,32.975,37.5N,154.0E,15.76095959,9.466666667,7.2,10.34166667,8.20E+10,0.25
3/1/2002 3:53,34.61666667,29.2N,66.8W,14.72300496,6.841666667,-11.15833333,6.741666667,3.80E+10,0.13
2/9/2002 19:50,31.35,17.7S,138.7E,16.86926446,10.55833333,6.916666667,11.19166667,7.00E+10,0.22
2/1/2002 19:07,40.125,60.7N,116.6E,15.61444532,8.025,7.9,-10.81666667,7.00E+10,0.22
1/20/2002 16:42,43.80833333,48.4N,165.0W,15.40398127,-8.058333333,10.075,8.416666667,1.04E+11,0.31
1/3/2002 12:19,33.425,165.77369399775336W,16.433786210161227S,17.51052461,11.5,-6.041666667,-11.74166667,1.23E+11,0.36
12/14/2001 17:58,39.625,40.72095011228327E,23.993287675271603N,13.04852322,6.816666667,-6.883333333,-8.741666667,1.51E+11,0.44
12/12/2001 16:56,37.775,152.8089795861867W,27.618259796055654N,15.50486707,8.9,-8.625,9.316666667,9.80E+10,0.3
11/26/2001 6:51,31.69166667,27.99327211567437E,51.53583248433983S,17.08663789,10.175,-6.65,12.00833333,1.92E+11,0.54
11/13/2001 10:58,40.05,168.32948907117677E,15.111018111844748S,15.00775263,9.25,4.891666667,10.75833333,3.12E+11,0.83
11/11/2001 12:14,37.69166667,23.372554977620617W,39.3848867630181N,19.14383604,13.26666667,-8.041666667,-11.21666667,1.30E+11,0.38
10/27/2001 19:20,40.125,52.7N,3.8E,18.72775347,12.74166667,6.691666667,11.98333333,3.60E+10,0.12
10/14/2001 12:03,38.63333333,115.62856559363394W,80.1937232813342N,12.32097072,-7.508333333,7.225,6.575,8.90E+10,0.27
10/12/2001 3:11,36.75,123.19926854916739E,76.92553039756618S,13.56037426,-9.016666667,-6.091666667,8.091666667,6.20E+10,0.2
10/6/2001 6:29,31.20833333,158.59165592587757E,47.59279551950611S,12.05586533,7.616666667,-5.75,7.366666667,1.58E+11,0.45
9/25/2001 11:54,34.9,30.524282847833042E,83.3690712638543S,15.1157134,9.658333333,5.233333333,10.38333333,4.20E+10,0.14
8/26/2001 16:08,39.55,15.654213221920994W,5.484656882552228S,14.49756206,8.083333333,-8.675,-8.341666667,3.80E+10,0.13
8/18/2001 13:57,34.925,31.48853844138321E,61.506517280422074N,13.38592233,-5.958333333,-7.166666667,9.608333333,4.00E+10,0.13
7/26/2001 21:20,34.3,0.4N,84.8E,15.2699346,-8.45,-7.066666667,10.575,3.26E+11,0.86
