Peak Brightness Date/Time (UT),Altitude (km),Latitude (deg),Longitude (deg),Velocity (km/s),vx,vy,vz,Total Radiated Energy (J),Calculated Total Impact Energy (kt)
7/23/2001 22:19,37.21666667,41.0N,77.0W,18.60314527,-10.39166667,-9.316666667,-12.3,1.24E+12,2.8
5/6/2001 4:30,40.58333333,86.29396978203204W,41.42498111270285N,16.09041079,-7.725,-4.358333333,13.425,5.00E+10,0.16
4/27/2001 9:46,37.83333333,159.2849298852657E,71.90380073302123S,15.58296791,-7.3,8.366666667,10.93333333,1.30E+11,0.38
4/23/2001 6:12,29,28.0N,133.6W,15.62385996,-11.21666667,4.466666667,9.916666667,4.60E+12,9
4/14/2001 6:40,36.85,24.839374705359457E,38.046270277843995N,13.19845582,9.45,4.391666667,8.1,2.40E+10,0.086
4/13/2001 0:29,39.40833333,15.3S,162.4E,18.96468026,-9.008333333,-10.475,12.99166667,2.51E+11,0.68
2/9/2001 21:27,38.95,85.84875209314588E,70.64499723070342N,13.04503151,-9.166666667,7.566666667,-5.375,1.08E+11,0.32
2/4/2001 5:53,35.59166667,64.0S,97.3E,17.75801267,11.60833333,6.4,-11.81666667,1.51E+11,0.44
1/28/2001 16:19,39.09166667,66.0N,31.3E,12.47759659,7.508333333,4.708333333,-8.783333333,1.08E+11,0.32
12/15/2000 13:22,37.075,41.3N,95.2E,16.6025454,-8.575,6.983333333,12.38333333,2.62E+11,0.71
12/15/2000 3:46,34.475,50.4N,58.9E,13.67677218,8.075,9.058333333,-6.308333333,2.70E+10,0.095
11/28/2000 12:20,39.04166667,114.13470433729276W,81.92972776024008N,13.29044665,-7.091666667,-6.575,9.116666667,1.19E+11,0.35
11/13/2000 0:28,30.85833333,13.6S,5.8W,16.80523232,-10.23333333,-9.983333333,-8.833333333,6.60E+10,0.21
11/6/2000 7:18,36.63333333,52.0S,22.2W,15.8166974,9.391666667,6.941666667,-10.66666667,6.90E+10,0.22
10/11/2000 23:29,34.66666667,31.7S,5.5W,15.1934242,-10.29166667,-6.975,8.733333333,8.10E+10,0.25
9/24/2000 6:57,32.01666667,157.23016991361752W,35.21669709466694N,16.04359945,-7.208333333,9.016666667,11.14166667,2.70E+10,0.095
9/23/2000 4:00,37.33333333,58.5S,142.6E,13.41155182,-6.883333333,-6.983333333,-9.15,2.20E+10,0.079
9/19/2000 22:12,32.44166667,3.2S,133.8W,16.05203994,-8.125,6.975,-11.95833333,8.90E+10,0.27
8/25/2000 1:12,37.01666667,14.5N,106.1W,14.57024651,-8.283333333,-8.358333333,-8.591666667,1.39E+12,3.1
8/13/2000 3:00,33.81666667,36.7N,127.8W,15.73322961,11.25833333,8.033333333,-7.5,6.50E+10,0.21
8/1/2000 16:48,31.31666667,50.2S,101.9W,15.81033857,-7.441666667,11.26666667,-8.225,1.82E+11,0.51
7/31/2000 7:06,33.85,15.7N,138.5W,15.4135605,-7.525,-11.46666667,7.033333333,3.80E+10,0.13
7/19/2000 17:40,33.93333333,17.7S,94.1E,17.29143976,-12,9.716666667,-7.783333333,1.07E+11,0.32
7/9/2000 1:08,34.86666667,2.6267128272744844E,6.916180894851193S,15.54699417,-9.9,-7.675,-9.208333333,1.21E+11,0.36
7/7/2000 1:34,37.43333333,15.0N,140.7E,14.85493044,12.14166667,3.666666667,-7.733333333,6.50E+10,0.21
6/27/2000 10:06,37.65833333,34.9N,36.8E,16.18299433,-6.616666667,-9.358333333,11.425,2.70E+10,0.095
6/23/2000 9:03,36.575,69.2N,44.0W,16.18042585,-8.475,8.283333333,-11.01666667,2.00E+10,0.073
6/22/2000 20:02,35.44166667,32.9N,159.0E,19.76449714,-13.78333333,-7.566666667,-11.975,3.00E+10,0.1
6/18/2000 13:40,30.8,15.565784659822828W,4.400021833203044S,17.00660411,8.558333333,9.866666667,10.89166667,1.33E+11,0.39
6/14/2000 16:39,48,28.1N,107.3E,17.54332138,-10.53333333,-8.883333333,10.85833333,1.45E+11,0.42
6/4/2000 3:17,34.375,16.30615398306549E,4.680993867535545N,17.2267073,11.01666667,11.05,7.3,1.90E+11,0.53
6/3/2000 3:24,39.15833333,36.8N,74.8W,11.56049607,-7.4,-6.158333333,-6.4,3.00E+10,0.1
6/2/2000 18:44,35.58333333,27.5S,18.9W,16.79629796,10.6,-10.125,8.2,3.00E+10,0.1
5/29/2000 16:46,41.40833333,142.3898465601268W,6.350963002298178N,16.39786783,-6.125,-9.8,-11.63333333,6.00E+10,0.19
5/6/2000 11:51,38.4,49.9N,18.4E,13.6365751,5.6,8.508333333,-9.066666667,2.80E+10,0.098
5/3/2000 10:40,39.34166667,5.0S,73.0E,14.37445651,-6.916666667,7.016666667,10.46666667,5.90E+10,0.19
4/21/2000 13:42,40.64166667,31.967607345713272W,45.39488547027626N,15.75180986,9.275,-9.216666667,8.783333333,8.60E+10,0.27
4/4/2000 13:38,40.60833333,27.84017339381176W,53.90668503308745S,16.53256257,13.51666667,5.841666667,7.516666667,2.30E+10,0.082
3/28/2000 15:27,35.80833333,1.0N,98.3E,14.80057478,6.883333333,8.808333333,-9.7,6.30E+10,0.2
3/19/2000 5:11,32.75833333,138.522122427182W,49.42017139203902S,15.91525735,-10.95833333,9.983333333,-5.791666667,4.90E+10,0.16
3/6/2000 8:29,38.79166667,58.0N,175.0E,16.82628772,-11.38333333,8.083333333,9.391666667,9.60E+11,2.2
2/18/2000 9:25,36.54166667,0.9S,109.2E,14.60487694,9.241666667,6.541666667,9.225,3.62E+12,7.3
2/17/2000 14:22,37.93333333,14.2N,115.9E,17.0184622,10.1,8.933333333,10.38333333,2.20E+10,0.079
1/18/2000 16:43,33.925,60.3N,134.6W,17.52710995,11.35833333,-10.93333333,-7.658333333,1.05E+12,2.4
1/18/2000 8:33,33.99166667,24.3N,94.9W,14.49791412,-7.383333333,-9.725,-7.816666667,3.50E+10,0.12
12/16/1999 0:07,41.23333333,26.5S,11.3W,15.20133401,-10.15,-5.883333333,9.666666667,6.70E+10,0.21
12/11/1999 17:31,38.74166667,117.1594611478807E,20.70952517430551S,12.25694248,7.275,-5.458333333,8.216666667,2.73E+11,0.74
12/10/1999 18:56,34.675,76.39907376011908E,47.644823106080416S,15.5720369,-9.433333333,9.183333333,-8.316666667,2.80E+10,0.098
12/3/1999 17:24,37.16666667,36.168630133261786E,26.261395104024697S,17.81097118,-8.925,-13.2,-7.958333333,4.20E+10,0.14
12/1/1999 19:38,29.675,140.4456440165018E,6.099612269002855N,14.02035722,11.69166667,5.558333333,-5.383333333,2.30E+10,0.082
11/30/1999 2:18,39.68333333,94.1750640264612W,11.81323478366765N,16.51167306,8.483333333,-7.9,11.75833333,4.50E+10,0.15
11/15/1999 20:01,32.28333333,8.1S,75.4E,12.86465064,8,-4.875,8.816666667,7.40E+10,0.23
11/7/1999 17:53,34.14166667,2.3S,77.4W,14.11965976,7.991666667,7.216666667,-9.133333333,8.90E+10,0.27
10/26/1999 17:19,40.1,13.7N,70.8W,12.11361436,6.208333333,-7.075,-7.625,8.60E+10,0.27
9/8/1999 23:55,37.75833333,22.4N,0.2E,12.41993525,7.266666667,6.983333333,7.258333333,2.80E+10,0.098
9/8/1999 14:41,32,32.5N,104.6E,13.08842258,6.891666667,-6.6,-8.958333333,9.00E+10,0.28
8/16/1999 5:18,36.94166667,35.0N,107.2W,15.97709515,8.166666667,9.025,10.35,3.60E+10,0.12
8/6/1999 3:22,31.375,54.04557786127326E,60.45234170579778N,17.46401061,-10.68333333,8.466666667,10.91666667,6.80E+10,0.22
8/3/1999 18:25,35.24166667,64.7S,18.8W,19.52419617,-12.49166667,6.55,13.5,3.56E+11,0.93
7/10/1999 8:11,52,37.8S,39.6E,13.75442858,-4.758333333,9.725,-8.483333333,3.26E+11,0.86
7/7/1999 4:14,37.00833333,39.5S,174.4E,17.10104163,8,-10.7,10.675,1.40E+11,0.41
6/25/1999 6:27,69,50.0N,121.0E,16.52594971,10.34166667,-9.45,8.766666667,1.24E+11,0.37
5/23/1999 7:02,41.275,16.4S,116.3W,17.92807001,13.26666667,7.825,9.175,2.60E+10,0.092
4/26/1999 11:33,31.59166667,22.5S,6.5E,14.00711625,7.225,9.716666667,7.041666667,9.20E+10,0.28
4/26/1999 9:49,43.05833333,32.8S,159.1E,14.46976013,8.516666667,-6.883333333,9.458333333,3.30E+10,0.11
3/31/1999 23:54,33.15,17.9S,22.6E,15.85267459,-9.991666667,8.916666667,8.483333333,2.34E+11,0.64
3/28/1999 15:37,39.30833333,0.8N,97.6E,16.16588916,-9.408333333,9.95,8.591666667,3.04E+11,0.81
3/2/1999 22:23,33.40833333,18.9N,50.5E,16.40874809,11.325,-8.116666667,-8.666666667,5.90E+10,0.19
2/18/1999 23:15,37.03333333,54.9S,64.6W,17.1923372,-10.56666667,8.841666667,10.28333333,1.54E+11,0.44
2/1/1999 14:24,37.525,80.0N,154.2E,16.60299086,9.15,-6.641666667,-12.15833333,2.80E+10,0.098
1/19/1999 2:32,32.36666667,7.9N,85.8E,15.09614787,-7.433333333,-6.325,11.51666667,2.40E+10,0.086
1/14/1999 8:06,32,44.0S,129.7W,17.61113324,9.316666667,-6.8,-13.30833333,5.06E+12,9.8
1/12/1999 19:24,37.04166667,51.85152983075719W,5.745948609290306N,17.07739328,9.075,10.15833333,10.3,4.30E+10,0.14
1/11/1999 5:18,37.98333333,169.50863794359566W,58.89039544552804S,14.51585819,9.541666667,-8.666666667,-6.675,2.40E+10,0.086
1/2/1999 18:25,65,47.0N,103.0E,19.49882653,-14.43333333,-7.95,10.425,3.50E+10,0.12
12/22/1998 9:24,37.66666667,33.4324375821913W,78.55885865782318N,14.00151034,8.441666667,-5.683333333,9.616666667,2.70E+10,0.095
11/23/1998 20:20,33.80833333,82.3N,160.1E,14.74142171,-10.26666667,-7.6,-7.358333333,2.50E+10,0.089
11/11/1998 16:46,41.6,6.5N,156.4E,15.37697593,-8.933333333,7.95,-9.666666667,6.56E+11,1.6
10/3/1998 12:58,36.275,127.40759472115582W,40.6848591866212N,13.45740709,7.408333333,-9.091666667,6.6,3.20E+10,0.11
9/4/1998 9:16,39.975,62.018044193856554E,76.90967291750839N,17.11220528,-7.491666667,5.8,-14.25,1.28E+11,0.38
9/1/1998 11:15,35.05,34.6N,23.6E,12.29808307,9.991666667,4.883333333,-5.25,2.40E+10,0.086
8/30/1998 0:20,35.38333333,16.97409389042153E,75.47130269209315S,14.57948044,-7.458333333,8.008333333,9.633333333,4.10E+10,0.14
8/8/1998 12:55,32.6,27.26612172593756E,84.90934448686605S,14.973189,-10.31666667,-8.416666667,6.85,2.30E+10,0.082
7/28/1998 14:16,39.39166667,100.9106659345837E,60.99250129276783S,12.26220764,-8.075,-6.183333333,6.85,6.30E+10,0.2
3/24/1998 9:08,39.775,69.58272975384791E,87.59938598602068N,12.40274667,-6.991666667,-7.416666667,7.066666667,2.70E+10,0.095
3/22/1998 22:25,33.2,1.4N,26.6E,16.45364912,12.60833333,-7.45,7.5,1.40E+11,0.41
1/8/1998 16:10,36.74166667,80.6770282992692W,55.03175413219093N,14.50335689,8.325,-6.708333333,-9.8,6.20E+10,0.2
1/4/1998 23:00,30,35.1S,33.4E,17.09853795,6,12,-10.6,7.40E+10,0.23
12/28/1997 3:58,34.59166667,23.1S,152.4E,17.13640131,10.775,-7.7,-10.875,3.10E+10,0.11
12/9/1997 8:15,40.725,62.7N,49.9W,16.15644651,-7.208333333,-7.641666667,12.275,2.70E+11,0.73
11/7/1997 7:46,38.34166667,57.3S,167.2E,13.4761595,8.291666667,6.941666667,-8.041666667,8.00E+11,1.9
10/9/1997 18:47,37,31.8N,106.0W,15.150479,9.116666667,-7.741666667,9.3,1.90E+11,0.53
10/1/1997 14:26,41.14166667,46.7N,108.9E,12.32268966,7.508333333,-6.4,-7.383333333,6.20E+10,0.2
9/30/1997 12:31,34.96666667,38.1S,63.9E,15.0628452,8.658333333,9.15,-8.258333333,2.30E+10,0.082
9/5/1997 11:41,34.18333333,31.1S,56.4E,19.7808725,12.19166667,-12.03333333,9.891666667,1.90E+11,0.53
8/20/1997 17:16,37.25,78.23694497266258W,6.923098283146741N,12.87133173,-7.45,6.891666667,-7.916666667,2.60E+10,0.092
8/15/1997 1:05,37.14166667,9.54748164378425W,62.71520139904924N,13.94135037,8.708333333,6.466666667,8.758333333,2.20E+10,0.079
7/30/1997 3:01,37.25,36.346822499937076E,89.58588064372093N,14.83504204,-8.541666667,-6.241666667,-10.4,5.00E+10,0.16
7/4/1997 12:22,37.75833333,15.8S,175.8W,16.61784098,10.30833333,-8.083333333,10.225,2.70E+10,0.095
5/22/1997 8:30,38.825,79.24624211110985E,59.33965651774477N,13.47647642,-10.20833333,6.283333333,-6.158333333,4.50E+10,0.15
4/27/1997 22:34,32.63333333,16.7N,87.5E,16.17931421,12.25833333,-6.208333333,-8.541666667,3.25E+11,0.86
2/19/1997 4:31,35.43333333,16.3S,87.7W,16.7368045,-8.333333333,-11.49166667,-8.866666667,1.40E+11,0.41
2/15/1997 15:23,35.3,35.5N,115.6E,15.2681313,-9.916666667,6.766666667,-9.433333333,1.50E+11,0.43
2/6/1997 18:28,37.93333333,128.56557969351658W,85.9400548119388N,13.22992714,-7.716666667,8.341666667,6.775,2.60E+10,0.092
1/28/1997 17:49,33.23333333,110.37505843698703E,45.736486728604824N,17.95327848,-12.35833333,-9.158333333,-9.258333333,2.40E+10,0.086
1/23/1997 10:03,34.15,15.0S,94.2E,18.64995718,12.95,7.933333333,10.825,2.70E+11,0.73
1/22/1997 21:13,34.9,32.2N,29.0E,12.98387354,-7.258333333,6.225,-8.783333333,4.80E+11,1.2
1/4/1997 6:46,36.73333333,25.7N,5.3W,18.37999743,8.75,-12.40833333,-10.35833333,4.30E+10,0.14
1/3/1997 15:08,39.875,43.690999857615516W,30.676100806759905S,16.39053546,-11.825,-6.541666667,9.275,3.50E+11,0.92
12/17/1996 4:16,35.625,34.1N,37.2W,17.64179263,-12.95,9.716666667,-7.008333333,4.10E+10,0.14
12/10/1996 6:09,34.98333333,78.42718334892022W,11.441756258802194S,13.76468156,-8.516666667,6.433333333,-8.691666667,2.50E+11,0.68
12/4/1996 17:00,35.80833333,148.53805484814342W,27.89946400118773N,15.27638428,9.841666667,4.841666667,10.63333333,4.90E+10,0.16
12/1/1996 13:19,36.53333333,0.8631803244986114W,88.57059238390323N,17.1262388,9.4,11.61666667,8.366666667,6.20E+10,0.2
11/22/1996 10:06,34.40833333,135.2025893399314W,20.083872595613467S,18.06033291,11.06666667,11.65833333,8.233333333,6.80E+10,0.22
11/8/1996 16:02,35.03333333,162.58303913233004W,35.4749755453154S,18.6672712,9.391666667,12.41666667,-10.3,6.10E+10,0.2
10/30/1996 12:48,38.60833333,2.1S,123.1W,15.6062532,5.358333333,-7.141666667,12.8,2.10E+10,0.076
10/28/1996 4:46,39.16666667,27.4N,79.4W,16.88130541,9.225,12.53333333,-6.541666667,4.30E+10,0.14
10/23/1996 8:28,34.55833333,47.3S,20.6E,18.57317361,-10.51666667,10.8,-10.85,4.40E+10,0.15
10/19/1996 19:01,36.06666667,29.7N,34.7W,19.29909864,-11.70833333,9.158333333,-12.30833333,1.30E+11,0.38
10/7/1996 17:43,43.90833333,44.69190052334271W,23.58695853158104S,14.45734146,8.733333333,-7.85,8.433333333,4.50E+10,0.15
10/5/1996 19:21,37.56666667,49.6S,145.9E,15.77192037,-8,-8.641666667,10.49166667,2.50E+11,0.68
8/17/1996 15:46,35.425,0.13231441935585675E,56.64439676423534S,17.62436957,-10.96666667,6.1,12.375,3.40E+10,0.12
8/15/1996 16:07,33.85,96.83706546916743W,46.276161132909515S,14.94550518,9.45,7.525,-8.8,8.40E+10,0.26
8/9/1996 18:14,39.75,44.72040753171032E,88.84756355638541N,14.94548891,-6.825,6.483333333,11.60833333,3.00E+10,0.1
8/7/1996 3:16,36.33333333,81.61730339552162W,58.68176589853576S,13.93427529,-6.733333333,-8.775,-8.475,1.50E+11,0.43
8/6/1996 4:50,37.775,156.0553409827057W,5.350690323923162N,13.70353259,-6.758333333,-8.5,8.358333333,1.30E+11,0.38
8/5/1996 19:27,35.86666667,149.57735746384583E,6.607817552997989N,16.94952884,9.175,-8.716666667,-11.275,2.20E+11,0.61
8/5/1996 15:19,35.01666667,131.90865255227354W,65.4678236496235N,12.37309469,-7.6,-6.241666667,-7.508333333,8.00E+10,0.25
7/17/1996 3:16,41.025,31.8N,111.4E,15.4746208,-9.083333333,4.65,11.63333333,5.00E+10,0.16
7/12/1996 14:04,31.53333333,20.7N,93.6W,17.09461213,11.84166667,-8.575,-8.858333333,3.20E+10,0.11
6/25/1996 11:22,37.69166667,29.50821839891288W,5.6344465338704985S,15.93308272,10.975,5.95,-9.9,2.10E+10,0.076
5/8/1996 1:02,37.56666667,109.02067299218977E,22.8917698967327S,16.98502813,-8.9,6.208333333,13.06666667,2.80E+10,0.098
5/1/1996 13:19,39.10833333,146.99854027200456W,29.856660322090637N,12.71281615,7.941666667,6.7,-7.325,3.50E+10,0.12
3/31/1996 0:53,37.09166667,39.521903024724274W,81.03678333045623N,16.25269422,-10.45,11.55,4.641666667,2.70E+10,0.095
3/30/1996 4:03,37.25833333,31.1S,84.3W,17.49558278,-10.49166667,-10.18333333,9.608333333,1.20E+11,0.36
3/29/1996 20:30,40.075,21.5N,158.1W,15.58126992,8.558333333,9.425,8.983333333,1.28E+11,0.38
3/25/1996 17:00,37.08333333,164.56739474433638E,47.281270776913196S,14.57505956,7.908333333,-10.9,-5.575,4.40E+10,0.15
3/13/1996 8:31,39.70833333,75.76586736908381W,31.514541785236375N,12.66170133,4.233333333,-9.158333333,7.65,2.30E+11,0.63
2/16/1996 7:03,38.625,177.32222860604617E,62.543158840736155N,13.95627348,-9.2,-7.425,7.416666667,5.50E+10,0.18
2/15/1996 2:38,40.075,76.0N,127.0W,15.49452636,9.4,8.391666667,9.016666667,5.00E+10,0.16
1/18/1996 17:10,37.08333333,59.15513346983911W,72.0210680559614N,16.01641736,10.35,5.225,-11.05,1.20E+11,0.36
1/15/1996 13:44,35.11666667,59.8S,175.8E,13.91822596,8.25,-6.208333333,-9.333333333,2.60E+11,0.71
12/27/1995 12:55,34.39166667,56.81070935977209E,3.885082205242175N,13.2739014,-9.466666667,-6.516666667,-6.641666667,2.20E+10,0.079
12/22/1995 13:26,37.09166667,70.2S,73.3W,14.11424369,9.391666667,-7.408333333,7.491666667,4.50E+11,1.1
12/9/1995 19:54,39.475,2.9S,79.0W,12.96684072,8.033333333,6.366666667,-7.941666667,1.20E+11,0.36
11/25/1995 5:29,37.51666667,72.60007587616482E,3.2527418409449247N,15.2909741,6.916666667,-6.95,-11.73333333,2.90E+10,0.1
11/13/1995 3:10,35.575,25.284535986938327E,84.35346724758226N,13.08549345,-6.233333333,7.941666667,8.325,2.10E+10,0.076
10/1/1995 2:42,30.96666667,92.09513036470423E,74.84056728591847S,14.35148318,9.516666667,8.275,6.85,3.50E+10,0.12
9/9/1995 7:38,35.36666667,57.383560809086276E,81.56427111186191S,14.17525475,-9.166666667,6.725,-8.466666667,5.00E+11,1.3
8/24/1995 21:54,41.43333333,101.214016985106E,51.356337818672316S,15.52147929,8.708333333,-7.075,-10.725,1.20E+11,0.36
8/17/1995 16:39,30.69166667,60.65083818973477W,13.864222322666954S,17.28579619,7.991666667,10.95833333,-10.71666667,1.60E+11,0.46
8/6/1995 4:38,35.71666667,71.06530049645838W,65.72671242005785S,12.40110042,9.041666667,-5.866666667,-6.133333333,5.50E+10,0.18
8/5/1995 17:14,31.38333333,11.6N,104.3W,17.44626074,11.18333333,10.56666667,8.225,2.00E+11,0.56
7/11/1995 18:38,36.36666667,28.5S,93.3E,14.1927138,5.866666667,-8.041666667,10.11666667,1.30E+11,0.38
7/9/1995 18:20,37.18333333,0.9S,66.3E,12.68943403,-5.925,7.383333333,-8.45,2.50E+10,0.089
7/7/1995 17:33,36.56666667,40.2N,76.1W,15.77151088,8.516666667,-10.88333333,-7.6,1.40E+11,0.41
6/9/1995 9:28,40.95833333,4.049801895898851W,61.683941052691935N,15.55669961,12.16666667,6.05,-7.575,2.50E+10,0.089
4/2/1995 12:32,34.48333333,126.98634354360216E,72.68313501231749S,13.69723715,-9.008333333,6.05,-8.358333333,2.50E+10,0.089
2/16/1995 13:05,35.96666667,16.7N,141.7W,15.57728492,9.691666667,-9.8,7.258333333,6.00E+10,0.19
1/18/1995 10:17,33.85,51.5N,115.4E,14.7208351,7.675,-7.008333333,10.425,7.00E+10,0.22
1/10/1995 21:08,34.75,139.52584608870742E,58.26181565857314N,13.54706303,8.458333333,-9.308333333,5.033333333,2.50E+10,0.089
1/2/1995 20:41,39.525,133.8573803633923E,80.53848183228908N,15.82476303,7.233333333,10.30833333,-9.583333333,3.00E+10,0.1
12/18/1994 12:45,39.43333333,10.224246514478024E,36.764838198066656N,13.30638944,6.833333333,7.433333333,8.666666667,5.00E+10,0.16
12/16/1994 9:41,36.04166667,42.2S,27.6E,16.0421277,11.21666667,7.325,-8.825,5.00E+10,0.16
11/3/1994 20:01,37.95,6.5N,89.0E,15.8353047,10.10833333,-7.191666667,-9.841666667,2.35E+12,5
11/1/1994 6:50,31.45833333,1.5S,84.5W,18.25639538,11.05,-6.958333333,12.75833333,1.00E+12,2.3
10/27/1994 4:21,34.925,155.91957068113W,4.8038141475083105N,15.57436685,8.7,-9.616666667,-8.625,3.20E+11,0.85
10/20/1994 0:11,36.25,45.2S,1.9W,14.3139622,-8.6,-7.108333333,8.966666667,8.70E+10,0.27
10/8/1994 3:24,38.45,86.77592671992839E,43.85021992035804S,13.32176842,7.716666667,-7.325,-8.016666667,6.60E+10,0.21
9/22/1994 4:22,31.99166667,61.7835207673036W,31.346073380790163N,15.88151441,-8.666666667,-7.083333333,11.26666667,6.70E+10,0.21
8/15/1994 23:16,40.075,0.4485418160705468E,23.646880150937346S,13.08037652,-6.366666667,8.741666667,-7.358333333,1.64E+11,0.47
6/15/1994 0:02,32.24166667,45.0N,73.5W,16.56301309,7.375,10.75,10.21666667,4.10E+10,0.14
6/3/1994 20:48,35.225,178.21735680726297W,77.86169683722098N,19.51434479,9.675,12.025,11.94166667,5.09E+11,1.3
5/29/1994 9:30,37.15833333,52.8N,2.3E,15.56363729,-10.86666667,6.625,-8.958333333,3.84E+11,1
2/1/1994 22:38,35.86666667,2.7N,164.1E,14.22836808,7.441666667,8.516666667,-8.633333333,1.82E+13,30
11/29/1993 17:48,35.05833333,26.5N,78.3E,17.12863506,7.966666667,-12.25833333,8.925,2.60E+10,0.092
10/31/1993 3:39,40,51.3N,100.9W,13.63570935,9.65,4.275,-8.633333333,4.00E+10,0.13
10/4/1991 9:22,33.325,78.7N,6.3E,13.74982071,9.975,6.7,-6.683333333,5.50E+11,1.4
10/1/1990 3:51,33.60833333,7.5N,142.8E,13.24911685,-8.108333333,7.291666667,7.525,2.50E+12,5.2
